DateTime,Food_Amount_gr,Location_Id,Remaining_Time,1,2,3,4
2020-10-11 16:00:00,639,0,11.0,0,0,0,0
2020-10-11 17:00:00,599,0,10.0,0,0,0,0
2020-10-11 18:00:00,524,0,9.0,0,0,0,0
2020-10-11 19:00:00,503,0,8.0,0,0,0,0
2020-10-11 20:00:00,431,0,7.0,0,0,0,0
2020-10-11 21:00:00,402,0,6.0,0,0,0,0
2020-10-11 22:00:00,317,0,5.0,0,0,0,0
2020-10-11 23:00:00,255,0,4.0,0,0,0,0
2020-10-12 00:00:00,169,0,3.0,0,0,0,0
2020-10-12 01:00:00,94,0,2.0,0,0,0,0
2020-10-12 02:00:00,41,0,20.0,0,0,0,0
2020-10-12 03:00:00,0,0,19.0,0,0,0,0
2020-10-12 04:00:00,966,0,18.0,0,0,0,0
2020-10-12 05:00:00,932,0,17.0,0,0,0,0
2020-10-12 06:00:00,837,0,16.0,0,0,0,0
2020-10-12 07:00:00,812,0,15.0,0,0,0,0
2020-10-12 08:00:00,754,0,14.0,0,0,0,0
2020-10-12 09:00:00,724,0,13.0,0,0,0,0
2020-10-12 10:00:00,640,0,12.0,0,0,0,0
2020-10-12 11:00:00,541,0,11.0,0,0,0,0
2020-10-12 12:00:00,491,0,10.0,0,0,0,0
2020-10-12 13:00:00,449,0,9.0,0,0,0,0
2020-10-12 14:00:00,383,0,8.0,0,0,0,0
2020-10-12 15:00:00,337,0,7.0,0,0,0,0
2020-10-12 16:00:00,257,0,6.0,0,0,0,0
2020-10-12 17:00:00,224,0,5.0,0,0,0,0
2020-10-12 18:00:00,180,0,4.0,0,0,0,0
2020-10-12 19:00:00,97,0,3.0,0,0,0,0
2020-10-12 20:00:00,52,0,2.0,0,0,0,0
2020-10-12 21:00:00,23,0,19.0,0,0,0,0
2020-10-12 22:00:00,0,0,18.0,0,0,0,0
2020-10-12 23:00:00,933,0,17.0,0,0,0,0
2020-10-13 00:00:00,858,0,16.0,0,0,0,0
2020-10-13 01:00:00,763,0,15.0,0,0,0,0
2020-10-13 02:00:00,706,0,14.0,0,0,0,0
2020-10-13 03:00:00,670,0,13.0,0,0,0,0
2020-10-13 04:00:00,595,0,12.0,0,0,0,0
2020-10-13 05:00:00,517,0,11.0,0,0,0,0
2020-10-13 06:00:00,464,0,10.0,0,0,0,0
2020-10-13 07:00:00,425,0,9.0,0,0,0,0
2020-10-13 08:00:00,366,0,8.0,0,0,0,0
2020-10-13 09:00:00,296,0,7.0,0,0,0,0
2020-10-13 10:00:00,239,0,6.0,0,0,0,0
2020-10-13 11:00:00,160,0,5.0,0,0,0,0
2020-10-13 12:00:00,140,0,4.0,0,0,0,0
2020-10-13 13:00:00,108,0,3.0,0,0,0,0
2020-10-13 14:00:00,56,0,2.0,0,0,0,0
2020-10-13 15:00:00,12,0,16.0,0,0,0,0
2020-10-13 16:00:00,0,0,15.0,0,0,0,0
2020-10-13 17:00:00,913,0,14.0,0,0,0,0
2020-10-13 18:00:00,890,0,13.0,0,0,0,0
2020-10-13 19:00:00,834,0,12.0,0,0,0,0
2020-10-13 20:00:00,737,0,11.0,0,0,0,0
2020-10-13 21:00:00,711,0,10.0,0,0,0,0
2020-10-13 22:00:00,647,0,9.0,0,0,0,0
2020-10-13 23:00:00,580,0,8.0,0,0,0,0
2020-10-14 00:00:00,487,0,7.0,0,0,0,0
2020-10-14 01:00:00,390,0,6.0,0,0,0,0
2020-10-14 02:00:00,349,0,5.0,0,0,0,0
2020-10-14 03:00:00,252,0,4.0,0,0,0,0
2020-10-14 04:00:00,169,0,3.0,0,0,0,0
2020-10-14 05:00:00,135,0,2.0,0,0,0,0
2020-10-14 06:00:00,41,0,17.0,0,0,0,0
2020-10-14 07:00:00,0,0,16.0,0,0,0,0
2020-10-14 08:00:00,971,0,15.0,0,0,0,0
2020-10-14 09:00:00,895,0,14.0,0,0,0,0
2020-10-14 10:00:00,814,0,13.0,0,0,0,0
2020-10-14 11:00:00,746,0,12.0,0,0,0,0
2020-10-14 12:00:00,672,0,11.0,0,0,0,0
2020-10-14 13:00:00,607,0,10.0,0,0,0,0
2020-10-14 14:00:00,508,0,9.0,0,0,0,0
2020-10-14 15:00:00,443,0,8.0,0,0,0,0
2020-10-14 16:00:00,406,0,7.0,0,0,0,0
2020-10-14 17:00:00,379,0,6.0,0,0,0,0
2020-10-14 18:00:00,300,0,5.0,0,0,0,0
2020-10-14 19:00:00,202,0,4.0,0,0,0,0
2020-10-14 20:00:00,128,0,3.0,0,0,0,0
2020-10-14 21:00:00,79,0,2.0,0,0,0,0
2020-10-14 22:00:00,52,0,19.0,0,0,0,0
2020-10-14 23:00:00,0,0,18.0,0,0,0,0
2020-10-15 00:00:00,937,0,17.0,0,0,0,0
2020-10-15 01:00:00,870,0,16.0,0,0,0,0
2020-10-15 02:00:00,804,0,15.0,0,0,0,0
2020-10-15 03:00:00,774,0,14.0,0,0,0,0
2020-10-15 04:00:00,690,0,13.0,0,0,0,0
2020-10-15 05:00:00,645,0,12.0,0,0,0,0
2020-10-15 06:00:00,619,0,11.0,0,0,0,0
2020-10-15 07:00:00,583,0,10.0,0,0,0,0
2020-10-15 08:00:00,554,0,9.0,0,0,0,0
2020-10-15 09:00:00,530,0,8.0,0,0,0,0
2020-10-15 10:00:00,464,0,7.0,0,0,0,0
2020-10-15 11:00:00,428,0,6.0,0,0,0,0
2020-10-15 12:00:00,331,0,5.0,0,0,0,0
2020-10-15 13:00:00,262,0,4.0,0,0,0,0
2020-10-15 14:00:00,183,0,3.0,0,0,0,0
2020-10-15 15:00:00,110,0,2.0,0,0,0,0
2020-10-15 16:00:00,73,0,19.0,0,0,0,0
2020-10-15 17:00:00,0,0,18.0,0,0,0,0
2020-10-15 18:00:00,948,0,17.0,0,0,0,0
2020-10-15 19:00:00,874,0,16.0,0,0,0,0
2020-10-15 20:00:00,846,0,15.0,0,0,0,0
2020-10-15 21:00:00,747,0,14.0,0,0,0,0
2020-10-15 22:00:00,694,0,13.0,0,0,0,0
2020-10-15 23:00:00,634,0,12.0,0,0,0,0
2020-10-16 00:00:00,570,0,11.0,0,0,0,0
2020-10-16 01:00:00,549,0,10.0,0,0,0,0
2020-10-16 02:00:00,458,0,9.0,0,0,0,0
2020-10-16 03:00:00,419,0,8.0,0,0,0,0
2020-10-16 04:00:00,386,0,7.0,0,0,0,0
2020-10-16 05:00:00,317,0,6.0,0,0,0,0
2020-10-16 06:00:00,286,0,5.0,0,0,0,0
2020-10-16 07:00:00,194,0,4.0,0,0,0,0
2020-10-16 08:00:00,112,0,3.0,0,0,0,0
2020-10-16 09:00:00,38,0,2.0,0,0,0,0
2020-10-16 10:00:00,12,0,19.0,0,0,0,0
2020-10-16 11:00:00,0,0,18.0,0,0,0,0
2020-10-16 12:00:00,968,0,17.0,0,0,0,0
2020-10-16 13:00:00,907,0,16.0,0,0,0,0
2020-10-16 14:00:00,850,0,15.0,0,0,0,0
2020-10-16 15:00:00,776,0,14.0,0,0,0,0
2020-10-16 16:00:00,718,0,13.0,0,0,0,0
2020-10-16 17:00:00,679,0,12.0,0,0,0,0
2020-10-16 18:00:00,619,0,11.0,0,0,0,0
2020-10-16 19:00:00,560,0,10.0,0,0,0,0
2020-10-16 20:00:00,462,0,9.0,0,0,0,0
2020-10-16 21:00:00,366,0,8.0,0,0,0,0
2020-10-16 22:00:00,333,0,7.0,0,0,0,0
2020-10-16 23:00:00,313,0,6.0,0,0,0,0
2020-10-17 00:00:00,290,0,5.0,0,0,0,0
2020-10-17 01:00:00,234,0,4.0,0,0,0,0
2020-10-17 02:00:00,194,0,3.0,0,0,0,0
2020-10-17 03:00:00,96,0,2.0,0,0,0,0
2020-10-17 04:00:00,8,0,19.0,0,0,0,0
2020-10-17 05:00:00,0,0,18.0,0,0,0,0
2020-10-17 06:00:00,944,0,17.0,0,0,0,0
2020-10-17 07:00:00,910,0,16.0,0,0,0,0
2020-10-17 08:00:00,886,0,15.0,0,0,0,0
2020-10-17 09:00:00,855,0,14.0,0,0,0,0
2020-10-17 10:00:00,766,0,13.0,0,0,0,0
2020-10-17 11:00:00,720,0,12.0,0,0,0,0
2020-10-17 12:00:00,658,0,11.0,0,0,0,0
2020-10-17 13:00:00,601,0,10.0,0,0,0,0
2020-10-17 14:00:00,562,0,9.0,0,0,0,0
2020-10-17 15:00:00,477,0,8.0,0,0,0,0
2020-10-17 16:00:00,416,0,7.0,0,0,0,0
2020-10-17 17:00:00,354,0,6.0,0,0,0,0
2020-10-17 18:00:00,275,0,5.0,0,0,0,0
2020-10-17 19:00:00,215,0,4.0,0,0,0,0
2020-10-17 20:00:00,136,0,3.0,0,0,0,0
2020-10-17 21:00:00,78,0,2.0,0,0,0,0
2020-10-17 22:00:00,20,0,17.0,0,0,0,0
2020-10-17 23:00:00,0,0,16.0,0,0,0,0
2020-10-18 00:00:00,907,0,15.0,0,0,0,0
2020-10-18 01:00:00,846,0,14.0,0,0,0,0
2020-10-18 02:00:00,756,0,13.0,0,0,0,0
2020-10-18 03:00:00,666,0,12.0,0,0,0,0
2020-10-18 04:00:00,629,0,11.0,0,0,0,0
2020-10-18 05:00:00,536,0,10.0,0,0,0,0
2020-10-18 06:00:00,510,0,9.0,0,0,0,0
2020-10-18 07:00:00,460,0,8.0,0,0,0,0
2020-10-18 08:00:00,413,0,7.0,0,0,0,0
2020-10-18 09:00:00,351,0,6.0,0,0,0,0
2020-10-18 10:00:00,318,0,5.0,0,0,0,0
2020-10-18 11:00:00,255,0,4.0,0,0,0,0
2020-10-18 12:00:00,156,0,3.0,0,0,0,0
2020-10-18 13:00:00,73,0,2.0,0,0,0,0
2020-10-18 14:00:00,44,0,23.0,0,0,0,0
2020-10-18 15:00:00,0,0,22.0,0,0,0,0
2020-10-18 16:00:00,965,0,21.0,0,0,0,0
2020-10-18 17:00:00,905,0,20.0,0,0,0,0
2020-10-18 18:00:00,860,0,19.0,0,0,0,0
2020-10-18 19:00:00,781,0,18.0,0,0,0,0
2020-10-18 20:00:00,744,0,17.0,0,0,0,0
2020-10-18 21:00:00,719,0,16.0,0,0,0,0
2020-10-18 22:00:00,695,0,15.0,0,0,0,0
2020-10-18 23:00:00,620,0,14.0,0,0,0,0
2020-10-19 00:00:00,567,0,13.0,0,0,0,0
2020-10-19 01:00:00,536,0,12.0,0,0,0,0
2020-10-19 02:00:00,440,0,11.0,0,0,0,0
2020-10-19 03:00:00,396,0,10.0,0,0,0,0
2020-10-19 04:00:00,357,0,9.0,0,0,0,0
2020-10-19 05:00:00,327,0,8.0,0,0,0,0
2020-10-19 06:00:00,294,0,7.0,0,0,0,0
2020-10-19 07:00:00,274,0,6.0,0,0,0,0
2020-10-19 08:00:00,211,0,5.0,0,0,0,0
2020-10-19 09:00:00,178,0,4.0,0,0,0,0
2020-10-19 10:00:00,89,0,3.0,0,0,0,0
2020-10-19 11:00:00,62,0,2.0,0,0,0,0
2020-10-19 12:00:00,7,0,19.0,0,0,0,0
2020-10-19 13:00:00,0,0,18.0,0,0,0,0
2020-10-19 14:00:00,940,0,17.0,0,0,0,0
2020-10-19 15:00:00,865,0,16.0,0,0,0,0
2020-10-19 16:00:00,791,0,15.0,0,0,0,0
2020-10-19 17:00:00,768,0,14.0,0,0,0,0
2020-10-19 18:00:00,720,0,13.0,0,0,0,0
2020-10-19 19:00:00,650,0,12.0,0,0,0,0
2020-10-19 20:00:00,556,0,11.0,0,0,0,0
2020-10-19 21:00:00,463,0,10.0,0,0,0,0
2020-10-19 22:00:00,432,0,9.0,0,0,0,0
2020-10-19 23:00:00,393,0,8.0,0,0,0,0
2020-10-20 00:00:00,351,0,7.0,0,0,0,0
2020-10-20 01:00:00,264,0,6.0,0,0,0,0
2020-10-20 02:00:00,179,0,5.0,0,0,0,0
2020-10-20 03:00:00,137,0,4.0,0,0,0,0
2020-10-20 04:00:00,66,0,3.0,0,0,0,0
2020-10-20 05:00:00,42,0,2.0,0,0,0,0
2020-10-20 06:00:00,3,0,21.0,0,0,0,0
2020-10-20 07:00:00,0,0,20.0,0,0,0,0
2020-10-20 08:00:00,947,0,19.0,0,0,0,0
2020-10-20 09:00:00,906,0,18.0,0,0,0,0
2020-10-20 10:00:00,841,0,17.0,0,0,0,0
2020-10-20 11:00:00,763,0,16.0,0,0,0,0
2020-10-20 12:00:00,686,0,15.0,0,0,0,0
2020-10-20 13:00:00,630,0,14.0,0,0,0,0
2020-10-20 14:00:00,610,0,13.0,0,0,0,0
2020-10-20 15:00:00,535,0,12.0,0,0,0,0
2020-10-20 16:00:00,457,0,11.0,0,0,0,0
2020-10-20 17:00:00,412,0,10.0,0,0,0,0
2020-10-20 18:00:00,379,0,9.0,0,0,0,0
2020-10-20 19:00:00,357,0,8.0,0,0,0,0
2020-10-20 20:00:00,329,0,7.0,0,0,0,0
2020-10-20 21:00:00,253,0,6.0,0,0,0,0
2020-10-20 22:00:00,225,0,5.0,0,0,0,0
2020-10-20 23:00:00,199,0,4.0,0,0,0,0
2020-10-21 00:00:00,159,0,3.0,0,0,0,0
2020-10-21 01:00:00,90,0,2.0,0,0,0,0
2020-10-21 02:00:00,16,0,17.0,0,0,0,0
2020-10-21 03:00:00,0,0,16.0,0,0,0,0
2020-10-21 04:00:00,937,0,15.0,0,0,0,0
2020-10-21 05:00:00,865,0,14.0,0,0,0,0
2020-10-21 06:00:00,768,0,13.0,0,0,0,0
2020-10-21 07:00:00,698,0,12.0,0,0,0,0
2020-10-21 08:00:00,629,0,11.0,0,0,0,0
2020-10-21 09:00:00,550,0,10.0,0,0,0,0
2020-10-21 10:00:00,492,0,9.0,0,0,0,0
2020-10-21 11:00:00,461,0,8.0,0,0,0,0
2020-10-21 12:00:00,426,0,7.0,0,0,0,0
2020-10-21 13:00:00,377,0,6.0,0,0,0,0
2020-10-21 14:00:00,309,0,5.0,0,0,0,0
2020-10-21 15:00:00,232,0,4.0,0,0,0,0
2020-10-21 16:00:00,186,0,3.0,0,0,0,0
2020-10-21 17:00:00,89,0,2.0,0,0,0,0
2020-10-21 18:00:00,24,0,21.0,0,0,0,0
2020-10-21 19:00:00,0,0,20.0,0,0,0,0
2020-10-21 20:00:00,939,0,19.0,0,0,0,0
2020-10-21 21:00:00,903,0,18.0,0,0,0,0
2020-10-21 22:00:00,848,0,17.0,0,0,0,0
2020-10-21 23:00:00,774,0,16.0,0,0,0,0
2020-10-22 00:00:00,736,0,15.0,0,0,0,0
2020-10-22 01:00:00,704,0,14.0,0,0,0,0
2020-10-22 02:00:00,649,0,13.0,0,0,0,0
2020-10-22 03:00:00,556,0,12.0,0,0,0,0
2020-10-22 04:00:00,508,0,11.0,0,0,0,0
2020-10-22 05:00:00,479,0,10.0,0,0,0,0
2020-10-22 06:00:00,439,0,9.0,0,0,0,0
2020-10-22 07:00:00,376,0,8.0,0,0,0,0
2020-10-22 08:00:00,322,0,7.0,0,0,0,0
2020-10-22 09:00:00,281,0,6.0,0,0,0,0
2020-10-22 10:00:00,204,0,5.0,0,0,0,0
2020-10-22 11:00:00,179,0,4.0,0,0,0,0
2020-10-22 12:00:00,81,0,3.0,0,0,0,0
2020-10-22 13:00:00,40,0,2.0,0,0,0,0
2020-10-22 14:00:00,6,0,17.0,0,0,0,0
2020-10-22 15:00:00,0,0,16.0,0,0,0,0
2020-10-22 16:00:00,929,0,15.0,0,0,0,0
2020-10-22 17:00:00,857,0,14.0,0,0,0,0
2020-10-22 18:00:00,779,0,13.0,0,0,0,0
2020-10-22 19:00:00,700,0,12.0,0,0,0,0
2020-10-22 20:00:00,656,0,11.0,0,0,0,0
2020-10-22 21:00:00,610,0,10.0,0,0,0,0
2020-10-22 22:00:00,559,0,9.0,0,0,0,0
2020-10-22 23:00:00,501,0,8.0,0,0,0,0
2020-10-23 00:00:00,425,0,7.0,0,0,0,0
2020-10-23 01:00:00,393,0,6.0,0,0,0,0
2020-10-23 02:00:00,372,0,5.0,0,0,0,0
2020-10-23 03:00:00,274,0,4.0,0,0,0,0
2020-10-23 04:00:00,179,0,3.0,0,0,0,0
2020-10-23 05:00:00,80,0,2.0,0,0,0,0
2020-10-23 06:00:00,34,0,17.0,0,0,0,0
2020-10-23 07:00:00,0,0,16.0,0,0,0,0
2020-10-23 08:00:00,937,0,15.0,0,0,0,0
2020-10-23 09:00:00,840,0,14.0,0,0,0,0
2020-10-23 10:00:00,777,0,13.0,0,0,0,0
2020-10-23 11:00:00,710,0,12.0,0,0,0,0
2020-10-23 12:00:00,662,0,11.0,0,0,0,0
2020-10-23 13:00:00,634,0,10.0,0,0,0,0
2020-10-23 14:00:00,550,0,9.0,0,0,0,0
2020-10-23 15:00:00,457,0,8.0,0,0,0,0
2020-10-23 16:00:00,432,0,7.0,0,0,0,0
2020-10-23 17:00:00,376,0,6.0,0,0,0,0
2020-10-23 18:00:00,293,0,5.0,0,0,0,0
2020-10-23 19:00:00,263,0,4.0,0,0,0,0
2020-10-23 20:00:00,174,0,3.0,0,0,0,0
2020-10-23 21:00:00,146,0,2.0,0,0,0,0
2020-10-23 22:00:00,66,0,15.0,0,0,0,0
2020-10-23 23:00:00,0,0,14.0,0,0,0,0
2020-10-24 00:00:00,954,0,13.0,0,0,0,0
2020-10-24 01:00:00,866,0,12.0,0,0,0,0
2020-10-24 02:00:00,794,0,11.0,0,0,0,0
2020-10-24 03:00:00,727,0,10.0,0,0,0,0
2020-10-24 04:00:00,659,0,9.0,0,0,0,0
2020-10-24 05:00:00,618,0,8.0,0,0,0,0
2020-10-24 06:00:00,575,0,7.0,0,0,0,0
2020-10-24 07:00:00,482,0,6.0,0,0,0,0
2020-10-24 08:00:00,395,0,5.0,0,0,0,0
2020-10-24 09:00:00,342,0,4.0,0,0,0,0
2020-10-24 10:00:00,249,0,3.0,0,0,0,0
2020-10-24 11:00:00,160,0,2.0,0,0,0,0
2020-10-24 12:00:00,62,0,19.0,0,0,0,0
2020-10-24 13:00:00,0,0,18.0,0,0,0,0
2020-10-24 14:00:00,940,0,17.0,0,0,0,0
2020-10-24 15:00:00,862,0,16.0,0,0,0,0
2020-10-24 16:00:00,802,0,15.0,0,0,0,0
2020-10-24 17:00:00,775,0,14.0,0,0,0,0
2020-10-24 18:00:00,688,0,13.0,0,0,0,0
2020-10-24 19:00:00,623,0,12.0,0,0,0,0
2020-10-24 20:00:00,549,0,11.0,0,0,0,0
2020-10-24 21:00:00,454,0,10.0,0,0,0,0
2020-10-24 22:00:00,432,0,9.0,0,0,0,0
2020-10-24 23:00:00,365,0,8.0,0,0,0,0
2020-10-25 00:00:00,343,0,7.0,0,0,0,0
2020-10-25 01:00:00,322,0,6.0,0,0,0,0
2020-10-25 02:00:00,235,0,5.0,0,0,0,0
2020-10-25 03:00:00,205,0,4.0,0,0,0,0
2020-10-25 04:00:00,165,0,3.0,0,0,0,0
2020-10-25 05:00:00,115,0,2.0,0,0,0,0
2020-10-25 06:00:00,35,0,17.0,0,0,0,0
2020-10-25 07:00:00,0,0,16.0,0,0,0,0
2020-10-25 08:00:00,914,0,15.0,0,0,0,0
2020-10-25 09:00:00,838,0,14.0,0,0,0,0
2020-10-25 10:00:00,818,0,13.0,0,0,0,0
2020-10-25 11:00:00,786,0,12.0,0,0,0,0
2020-10-25 12:00:00,688,0,11.0,0,0,0,0
2020-10-25 13:00:00,668,0,10.0,0,0,0,0
2020-10-25 14:00:00,589,0,9.0,0,0,0,0
2020-10-25 15:00:00,553,0,8.0,0,0,0,0
2020-10-25 16:00:00,478,0,7.0,0,0,0,0
2020-10-25 17:00:00,411,0,6.0,0,0,0,0
2020-10-25 18:00:00,330,0,5.0,0,0,0,0
2020-10-25 19:00:00,298,0,4.0,0,0,0,0
2020-10-25 20:00:00,229,0,3.0,0,0,0,0
2020-10-25 21:00:00,150,0,2.0,0,0,0,0
2020-10-25 22:00:00,83,0,18.0,0,0,0,0
2020-10-25 23:00:00,0,0,17.0,0,0,0,0
2020-10-26 00:00:00,961,0,16.0,0,0,0,0
2020-10-26 01:00:00,917,0,15.0,0,0,0,0
2020-10-26 02:00:00,834,0,14.0,0,0,0,0
2020-10-26 03:00:00,737,0,13.0,0,0,0,0
2020-10-26 04:00:00,638,0,12.0,0,0,0,0
2020-10-26 05:00:00,555,0,11.0,0,0,0,0
2020-10-26 06:00:00,463,0,10.0,0,0,0,0
2020-10-26 07:00:00,429,0,9.0,0,0,0,0
2020-10-26 08:00:00,406,0,8.0,0,0,0,0
2020-10-26 09:00:00,325,0,7.0,0,0,0,0
2020-10-26 10:00:00,254,0,6.0,0,0,0,0
2020-10-26 11:00:00,216,0,5.0,0,0,0,0
2020-10-26 12:00:00,153,0,4.0,0,0,0,0
2020-10-26 13:00:00,54,0,3.0,0,0,0,0
2020-10-26 14:00:00,33,0,2.0,0,0,0,0
2020-10-26 15:00:00,10,0,17.0,0,0,0,0
2020-10-26 16:00:00,0,0,16.0,0,0,0,0
2020-10-26 17:00:00,939,0,15.0,0,0,0,0
2020-10-26 18:00:00,841,0,14.0,0,0,0,0
2020-10-26 19:00:00,763,0,13.0,0,0,0,0
2020-10-26 20:00:00,701,0,12.0,0,0,0,0
2020-10-26 21:00:00,649,0,11.0,0,0,0,0
2020-10-26 22:00:00,593,0,10.0,0,0,0,0
2020-10-26 23:00:00,503,0,9.0,0,0,0,0
2020-10-27 00:00:00,447,0,8.0,0,0,0,0
2020-10-27 01:00:00,422,0,7.0,0,0,0,0
2020-10-27 02:00:00,375,0,6.0,0,0,0,0
2020-10-27 03:00:00,307,0,5.0,0,0,0,0
2020-10-27 04:00:00,270,0,4.0,0,0,0,0
2020-10-27 05:00:00,176,0,3.0,0,0,0,0
2020-10-27 06:00:00,123,0,2.0,0,0,0,0
2020-10-27 07:00:00,57,0,20.0,0,0,0,0
2020-10-27 08:00:00,0,0,19.0,0,0,0,0
2020-10-27 09:00:00,953,0,18.0,0,0,0,0
2020-10-27 10:00:00,875,0,17.0,0,0,0,0
2020-10-27 11:00:00,812,0,16.0,0,0,0,0
2020-10-27 12:00:00,754,0,15.0,0,0,0,0
2020-10-27 13:00:00,701,0,14.0,0,0,0,0
2020-10-27 14:00:00,670,0,13.0,0,0,0,0
2020-10-27 15:00:00,644,0,12.0,0,0,0,0
2020-10-27 16:00:00,546,0,11.0,0,0,0,0
2020-10-27 17:00:00,479,0,10.0,0,0,0,0
2020-10-27 18:00:00,436,0,9.0,0,0,0,0
2020-10-27 19:00:00,371,0,8.0,0,0,0,0
2020-10-27 20:00:00,334,0,7.0,0,0,0,0
2020-10-27 21:00:00,292,0,6.0,0,0,0,0
2020-10-27 22:00:00,237,0,5.0,0,0,0,0
2020-10-27 23:00:00,201,0,4.0,0,0,0,0
2020-10-28 00:00:00,164,0,3.0,0,0,0,0
2020-10-28 01:00:00,124,0,2.0,0,0,0,0
2020-10-28 02:00:00,59,0,20.0,0,0,0,0
2020-10-28 03:00:00,0,0,19.0,0,0,0,0
2020-10-28 04:00:00,978,0,18.0,0,0,0,0
2020-10-28 05:00:00,912,0,17.0,0,0,0,0
2020-10-28 06:00:00,874,0,16.0,0,0,0,0
2020-10-28 07:00:00,805,0,15.0,0,0,0,0
2020-10-28 08:00:00,712,0,14.0,0,0,0,0
2020-10-28 09:00:00,684,0,13.0,0,0,0,0
2020-10-28 10:00:00,602,0,12.0,0,0,0,0
2020-10-28 11:00:00,554,0,11.0,0,0,0,0
2020-10-28 12:00:00,470,0,10.0,0,0,0,0
2020-10-28 13:00:00,434,0,9.0,0,0,0,0
2020-10-28 14:00:00,395,0,8.0,0,0,0,0
2020-10-28 15:00:00,356,0,7.0,0,0,0,0
2020-10-28 16:00:00,295,0,6.0,0,0,0,0
2020-10-28 17:00:00,264,0,5.0,0,0,0,0
2020-10-28 18:00:00,237,0,4.0,0,0,0,0
2020-10-28 19:00:00,174,0,3.0,0,0,0,0
2020-10-28 20:00:00,140,0,2.0,0,0,0,0
2020-10-28 21:00:00,51,0,19.0,0,0,0,0
2020-10-28 22:00:00,0,0,18.0,0,0,0,0
2020-10-28 23:00:00,979,0,17.0,0,0,0,0
2020-10-29 00:00:00,926,0,16.0,0,0,0,0
2020-10-29 01:00:00,875,0,15.0,0,0,0,0
2020-10-29 02:00:00,789,0,14.0,0,0,0,0
2020-10-29 03:00:00,713,0,13.0,0,0,0,0
2020-10-29 04:00:00,667,0,12.0,0,0,0,0
2020-10-29 05:00:00,639,0,11.0,0,0,0,0
2020-10-29 06:00:00,582,0,10.0,0,0,0,0
2020-10-29 07:00:00,499,0,9.0,0,0,0,0
2020-10-29 08:00:00,425,0,8.0,0,0,0,0
2020-10-29 09:00:00,349,0,7.0,0,0,0,0
2020-10-29 10:00:00,326,0,6.0,0,0,0,0
2020-10-29 11:00:00,268,0,5.0,0,0,0,0
2020-10-29 12:00:00,230,0,4.0,0,0,0,0
2020-10-29 13:00:00,133,0,3.0,0,0,0,0
2020-10-29 14:00:00,46,0,2.0,0,0,0,0
2020-10-29 15:00:00,9,0,22.0,0,0,0,0
2020-10-29 16:00:00,0,0,21.0,0,0,0,0
2020-10-29 17:00:00,969,0,20.0,0,0,0,0
2020-10-29 18:00:00,924,0,19.0,0,0,0,0
2020-10-29 19:00:00,875,0,18.0,0,0,0,0
2020-10-29 20:00:00,854,0,17.0,0,0,0,0
2020-10-29 21:00:00,818,0,16.0,0,0,0,0
2020-10-29 22:00:00,758,0,15.0,0,0,0,0
2020-10-29 23:00:00,725,0,14.0,0,0,0,0
2020-10-30 00:00:00,703,0,13.0,0,0,0,0
